"player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_att","rush_att_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","return_yds","return_yds_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","draft_year","birthdate","injury_status","injury_details","season_year","week"
"Kaytron Allen","WAS","RB","17478","robust",NA,NA,NA,NA,NA,NA,39,7.11648,154.5,25.2042,0.5,0,0,0,0,NA,0,NA,5.5,2.66868,33.5,11.8608,0,0,179,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2003-01-08,NA,NA,NA,NA
"Brashard Smith","KC","RB","17049","robust",NA,NA,NA,NA,NA,NA,31.2,NA,140.25,29.1578,0.195065176908752,0.192802420856611,0,0,0,NA,0,NA,19.575,1.16137,130.75,9.6369,1,0,286,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2003-04-11,NA,NA,NA,NA
"Kendre Miller","NO","RB","16171","robust",NA,NA,NA,NA,NA,NA,24.275,5.9304,90.75,14.826,0.05,0,0,0,0,NA,0,NA,4.45,3.63237,32.5,30.3933,0,0,476,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2002-06-11,"Q","Back",2026,0
"Frank Gore Jr.","BUF","RB","16599","robust",NA,NA,NA,NA,NA,NA,20.1,25.05594,91,123.0558,1,1.4826,0,0,NA,NA,NA,NA,1.5,2.2239,13,19.2738,0,0,251,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2002-03-13,NA,NA,NA,NA
"LeQuint Allen","JAC","RB","17061","robust",NA,NA,NA,NA,NA,NA,23.45,13.3434,95,51.891,0.15,0.14826,0,0,0,NA,0,NA,20,1.4826,116.25,28.1694,0.5,0.7413,463,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2004-08-05,NA,NA,NA,NA
"Dameon Pierce","PHI","RB","15717","robust",NA,NA,NA,NA,NA,NA,20.35,21.72009,89.5,106.0059,0.5,0.7413,0,0,NA,NA,NA,NA,0,0,0,0,0,0,168,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2000-02-19,NA,NA,NA,NA
"Isaac Guerendo","SF","RB","16688","robust",NA,NA,NA,NA,NA,NA,33,NA,149.5,15.5673,0.639259217625899,0.487061432104317,0,0,0,NA,0,NA,6.4,3.55824,63,38.5476,0,0,196,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2000-06-28,"O","Pectoral",2026,0
"Jam Miller","NE","RB","17486","robust",NA,NA,NA,NA,NA,NA,29.95,6.00453,117,57.8214,0.5,0.7413,0.2,0.29652,NA,NA,NA,NA,1.95,0.0741300000000001,15,14.826,0,0,367,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2004-04-29,NA,NA,NA,NA
"Seth McGowan","IND","RB","17475","robust",NA,NA,NA,NA,NA,NA,24.05,14.0847,97.5,68.1996,0.75,0.7413,0,0,0,NA,0,NA,2.7,0.88956,19.25,8.8956,0,0,134,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2001-10-23,NA,NA,NA,NA
"Phil Mafah","DAL","RB","17063","robust",NA,NA,NA,NA,NA,NA,17,22.239,73,102.2994,0.5,0.7413,0,0,NA,NA,NA,NA,2,2.9652,17,25.2042,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-10-24,NA,NA,NA,NA
"Will Shipley","PHI","RB","16601","robust",NA,NA,NA,NA,NA,NA,19.5,12.6021,79.25,45.9606,0.35,0.29652,0,0,0,NA,0,NA,10.05,0,71,4.4478,0,0,578,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2002-08-29,NA,NA,NA,NA
"Jeremy McNichols","WAS","RB","13143","robust",NA,NA,NA,NA,NA,NA,22.6,6.52344,112.25,23.7216,0.8,0,0,0,0,NA,0,NA,14.85,6.52344,110.25,56.3388,0,0,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1995-12-26,NA,NA,NA,NA
"Tahj Brooks","CIN","RB","17058","robust",NA,NA,NA,NA,NA,NA,22.35,6.81996,85.25,50.4084,0.25,0,0,0,0,NA,0,NA,1,0,8,1.4826,0,0,385,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-05-13,NA,NA,NA,NA
"Roschon Johnson","CHI","RB","16175","robust",NA,NA,NA,NA,NA,NA,21.975,4.59606,81.25,50.4084,1.4,1.92738,0,0,0,NA,0,NA,3.6,1.4826,18.5,7.413,0,0,53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2001-01-31,NA,NA,NA,NA
"Trevor Etienne","CAR","RB","17056","robust",NA,NA,NA,NA,NA,NA,13.225,1.63086,58,8.8956,0,0,0,0,0,NA,0,NA,3.275,0,20.75,7.413,0,0,548,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2004-07-09,NA,NA,NA,NA
"Rasheen Ali","BAL","RB","16746","robust",NA,NA,NA,NA,NA,NA,14.7,NA,67.5,20.0151,0,0,0,0,0,NA,0,NA,6.65,0.963689999999999,45,0,0.05,0.07413,500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2001-02-16,NA,NA,NA,NA
"Tyler Badie","DEN","RB","15718","robust",NA,NA,NA,NA,NA,NA,5.05,1.55673,21,4.4478,0,0,0,0,NA,NA,NA,NA,10.15,3.18759,73.5,12.6021,0,0,415,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-02-07,NA,NA,NA,NA
"Dylan Laube","LVR","RB","16613","robust",NA,NA,NA,NA,NA,NA,8.5,NA,20,0,0,0,0.2,0,NA,NA,NA,NA,2.2,0,14,0,0,0,662,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1999-12-14,NA,NA,NA,NA
"Kyle Juszczyk","SF","RB","11367","robust",NA,NA,NA,NA,NA,NA,4.75,1.33434,5.9,9.6369,0,0,0,0,0,NA,0,NA,23.075,2.29803,199.25,18.5325,2,0.0741300000000001,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1991-04-23,"Q","Finger",2026,0
"Michael Burton","CLE","RB","12325","robust",NA,NA,NA,NA,NA,NA,4.7,6.37518,5,5.9304,0.5,0.7413,0,0,NA,NA,NA,NA,3,4.4478,19,28.1694,0.5,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,1992-02-01,NA,NA,NA,NA
"Kene Nwangwu","NYJ","RB","15414","robust",NA,NA,NA,NA,NA,NA,2.4,NA,9,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,590,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1998-02-09,NA,NA,NA,NA
"Andrew Beck","NYJ","RB","14319","robust",NA,NA,NA,NA,NA,NA,0.5,0.7413,4,5.9304,0,0,0,0,NA,NA,NA,NA,5.55,0.81543,43,11.8608,1.7,0.44478,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1996-05-15,NA,NA,NA,NA
"Jacob Saylors","DET","RB","16850","robust",NA,NA,NA,NA,NA,NA,1.4,NA,3,0,0,0,0,0,NA,NA,NA,NA,0.1,0,0,0,0,0,854,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2000-03-08,NA,NA,NA,NA
"Josh Williams","TB","RB","17359","robust",NA,NA,NA,NA,NA,NA,0.2,NA,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,257,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2000-06-09,NA,NA,NA,NA
"DeeJay Dallas","JAC","RB","14815","robust",NA,NA,NA,NA,NA,NA,0.6,NA,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,181,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1998-09-16,NA,NA,NA,NA
"Puka Nacua","LAR","WR","16211","robust",NA,NA,NA,NA,NA,NA,13.6,2.07564,91.5,19.2738,1.3,0.59304,0.95,0.14826,0,NA,0,NA,120,5.48562,1585.25,57.8214,9.225,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2001-05-29,NA,NA,NA,NA
"Jaxon Smith-Njigba","SEA","WR","16185","robust",NA,NA,NA,NA,NA,NA,5.25,0.0276862044534414,28.7,4.4478,0,0,0.975,0.0741299999999999,0,NA,0,NA,111,0.148259999999992,1545,68.0513400000001,9.425,0.444780000000001,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2002-02-14,NA,NA,NA,NA
"Ja'Marr Chase","CIN","WR","15281","robust",NA,NA,NA,NA,NA,NA,3,0,17.25,4.4478,0,0,0.925,0.22239,0,NA,0,NA,121.875,3.7065,1533.55,56.4870599999999,11,0.59304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2000-03-01,NA,NA,NA,NA
"Justin Jefferson","MIN","WR","14836","robust",NA,NA,NA,NA,NA,NA,1.65,0.84014,5.875,0.7413,0,0,0.15,0.22239,0,NA,0,NA,98.6,5.33735999999999,1302.2,77.3917200000001,6.85,0.29652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1999-06-16,NA,NA,NA,NA
"Amon-Ra St. Brown","DET","WR","15287","robust",NA,NA,NA,NA,NA,NA,2.55,1.4826,10.9,2.66868,0,0,0.3625,0.111195,0,NA,0,NA,117,2.9652,1379.3,16.3086,10.25,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1999-10-24,NA,NA,NA,NA
"Drake London","ATL","WR","15751","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.925,0.22239,0,NA,0,NA,101.35,1.03782,1306.55,28.1694,8.75,2.37216,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2001-07-24,NA,NA,NA,NA
"George Pickens","DAL","WR","15762","robust",NA,NA,NA,NA,NA,NA,0.305,0.029652,-0.15,0.29652,0,0,0.25,0.37065,0,NA,0,NA,82.625,9.34038,1200.7,128.54142,8.325,2.07564,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2001-03-04,NA,NA,NA,NA
"CeeDee Lamb","DAL","WR","14832","robust",NA,NA,NA,NA,NA,NA,2.55,0.59304,18.25,16.3086,0,0,0.2875,0.0370649999999999,0,NA,0,NA,99.15,5.1891,1296,50.4084,7.5,2.2239,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1999-04-08,NA,NA,NA,NA
"A.J. Brown","NE","WR","14104","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.15,0.22239,0,NA,0,NA,87.35,2.9652,1221,16.9016400000001,7.6,0.889559999999999,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1997-06-30,NA,NA,NA,NA
"Zay Flowers","BAL","WR","16190","robust",NA,NA,NA,NA,NA,NA,9.55782377747141,0,57,2.9652,0.4,0,1.7,0,0,NA,0,NA,82,5.9304,1173,83.0256,6.35,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2000-09-11,NA,NA,NA,NA
"Chris Olave","NO","WR","15754","robust",NA,NA,NA,NA,NA,NA,0.333333333333333,0.4942,-0.1375,0,0,0,0,0,0,NA,0,NA,94,7.413,1163,112.6776,8,1.4826,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2000-06-27,NA,NA,NA,NA
"Nico Collins","HOU","WR","15290","robust",NA,NA,NA,NA,NA,NA,1.25,1.11195,8,5.9304,0.35,0,0.7,0,0,NA,0,NA,81.5,4.4478,1211,41.5128,7.5,1.33434,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1999-03-19,NA,NA,NA,NA
"Tetairoa McMillan","CAR","WR","17071","robust",NA,NA,NA,NA,NA,NA,0,0,0.375,0,0,0,1.1,0,0,NA,0,NA,78.5,7.413,1127,146.7774,6.8,1.18608,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2003-04-05,NA,NA,NA,NA
"Luther Burden","CHI","WR","17070","robust",NA,NA,NA,NA,NA,NA,8,1.29862281818182,41.5,5.9304,0,0,0.15,0,0,NA,0,NA,73,4.4478,991,142.3296,5.5,1.4826,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2003-12-12,NA,NA,NA,NA
"D.J. Moore","BUF","WR","13635","robust",NA,NA,NA,NA,NA,NA,9,1.4826,53,11.8608,0.5,0,0.65,0,0,NA,0,NA,70,4.4478,946,219.4248,7,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1997-04-14,NA,NA,NA,NA
"Emeka Egbuka","TB","WR","17081","robust",NA,NA,NA,NA,NA,NA,2,0,10.5,2.9652,0,0,0,0,0,NA,0,NA,75,4.89258,1102.5,111.195,7,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-10-14,"Q","Lower Body",2026,0
"Jameson Williams","DET","WR","15756","robust",NA,NA,NA,NA,NA,NA,7.35311355311355,0,45,4.4478,0.5,0.29652,0,0,0,NA,0,NA,64.5,2.9652,1079,74.13,7,0.889559999999999,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2001-03-26,NA,NA,NA,NA
"Garrett Wilson","NYJ","WR","15753","robust",NA,NA,NA,NA,NA,NA,1.5,0.7413,5,2.9652,0,0,0.85,0,0,NA,0,NA,94.5,0,1057,13.3434,7,2.9652,84,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2000-07-22,NA,NA,NA,NA
"DeVonta Smith","PHI","WR","15282","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,86.5,1.4826,1123,8.8956,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1998-11-14,"Q","Hamstring",2026,0
"Ladd McConkey","LAC","WR","16627","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,77.65,1.4826,995,35.5824,6.45,0.148259999999999,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2001-11-11,NA,NA,NA,NA
"Alec Pierce","IND","WR","15768","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.15,0,0,NA,0,NA,62,5.9304,1026,120.0906,7.5,2.9652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2000-05-02,"O","Ankle",2026,0
"Michael Wilson","ARI","WR","16206","robust",NA,NA,NA,NA,NA,NA,0,0,1.25,1.85325,0,0,0.2,0,0,NA,0,NA,71,7.413,873.5,94.8864,5.2,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2000-02-23,NA,NA,NA,NA
"Malik Nabers","NYG","WR","16615","robust",NA,NA,NA,NA,NA,NA,3.5,0,10,4.4478,0,0,0,0,0,NA,0,NA,83.5,7.413,1066.5,105.2646,8,2.66868,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2003-07-28,"Q","Knee - ACL",2026,0
"Rashee Rice","KC","WR","16194","robust",NA,NA,NA,NA,NA,NA,5.33333333333333,2.07564,27.875,12.6021,0.925,0.59304,0.3,0.44478,0,NA,0,NA,96,4.15128,1082.5,48.9258,9.175,1.03782,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2000-04-22,NA,NA,NA,NA
"Wan'Dale Robinson","TEN","WR","15757","robust",NA,NA,NA,NA,NA,NA,2.5,2.2239,11.5,8.8956,0,0,0,0,0,NA,0,NA,83.75,18.5325,842,105.2646,4,2.37216,92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2001-01-05,NA,NA,NA,NA
"Courtland Sutton","DEN","WR","13630","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.2,0,0,NA,0,NA,71,8.8956,931,81.543,7.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1995-10-10,NA,NA,NA,NA
"Terry McLaurin","WAS","WR","14109","robust",NA,NA,NA,NA,NA,NA,0.333333333333333,0.4942,1,1.4826,0,0,0,0,0,NA,0,NA,71.5,5.9304,986.5,93.4038,7.35,1.4826,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1995-09-15,NA,NA,NA,NA
"Tee Higgins","CIN","WR","14835","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.05,0,0,NA,0,NA,69.5,5.9304,963.5,120.0906,9.5,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1999-01-18,NA,NA,NA,NA
"Rome Odunze","CHI","WR","16616","robust",NA,NA,NA,NA,NA,NA,1,0,8.5,6.6717,0,0,0.2,0,0,NA,0,NA,65,8.8956,966,93.4038,8,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2002-06-03,NA,NA,NA,NA
"Chris Godwin","TB","WR","13163","robust",NA,NA,NA,NA,NA,NA,0.333333333333333,0.4942,2.75,1.4826,0,0,0,0,0,NA,0,NA,68,11.1195,810.5,50.4084,6,1.4826,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1996-02-27,NA,NA,NA,NA
"Carnell Tate","TEN","WR","17497","robust",NA,NA,NA,NA,NA,NA,1.33333333333333,0.9884,9,2.9652,0,0,1.15,0,0,NA,0,NA,66,14.826,901.5,161.6034,5.55,1.4826,300,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2005-01-19,NA,NA,NA,NA
"Marvin Harrison Jr.","ARI","WR","16614","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.2,0,0,NA,0,NA,66.5,5.9304,944,22.239,6,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2002-08-11,NA,NA,NA,NA
"Jaylen Waddle","DEN","WR","15284","robust",NA,NA,NA,NA,NA,NA,2,1.4826,16,8.8956,0,0,0,0,0,NA,0,NA,74.5,2.9652,983,17.7912,6,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1998-11-25,"Q","Undisclosed",2026,0
"DK Metcalf","PIT","WR","14102","robust",NA,NA,NA,NA,NA,NA,1,0,6.25,4.07715,0.45,0.66717,0,0,0,NA,0,NA,64,5.9304,918,81.543,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1997-12-14,NA,NA,NA,NA
"Davante Adams","LAR","WR","11675","robust",NA,NA,NA,NA,NA,NA,0,0,0.25,0,0,0,0,0,0,NA,0,NA,68,2.9652,891,34.0998,10.25,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1992-12-24,NA,NA,NA,NA
"Parker Washington","JAC","WR","16192","robust",NA,NA,NA,NA,NA,NA,5.25,4.07715,17,22.239,0,0,0.15,0,0,NA,0,NA,66.1,8.8956,891,97.8516,5.9,1.4826,65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2002-03-21,NA,NA,NA,NA
"Brian Thomas Jr.","JAC","WR","16618","robust",NA,NA,NA,NA,NA,NA,3.5,0,26,4.4478,0.25,0,0,0,0,NA,0,NA,61,5.9304,905,66.717,5.6,0.889559999999999,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2002-10-08,NA,NA,NA,NA
"Mike Evans","SF","WR","11671","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.2,0,0,NA,0,NA,67.75,6.6717,931.5,56.3388,7.55,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1993-08-21,"Q","Quadriceps",2026,0
"Jordyn Tyson","NO","WR","17498","robust",NA,NA,NA,NA,NA,NA,1.66666666666667,0.4942,11.5,6.6717,0,0,1,0,0,NA,0,NA,61,10.3782,850.5,130.4688,4.5,1.4826,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2004-08-12,NA,NA,NA,NA
"Christian Watson","GB","WR","15789","robust",NA,NA,NA,NA,NA,NA,2.25,1.11195,12.5,2.9652,0,0,0.35,0,0,NA,0,NA,56.5,10.3782,904,50.4084,7.5,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-05-12,NA,NA,NA,NA
"Jordan Addison","MIN","WR","16186","robust",NA,NA,NA,NA,NA,NA,2.5,0,24,7.413,0.5,0,0,0,0,NA,0,NA,55,7.413,769,51.891,5.5,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2002-01-27,"Q","Thumb",2026,0
"Jakobi Meyers","JAC","WR","14127","robust",NA,NA,NA,NA,NA,NA,4,1.4826,18,1.4826,0,0,0.9,0,0,NA,0,NA,70,7.413,830.5,71.1648,5,0,42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1996-11-09,NA,NA,NA,NA
"Jayden Reed","GB","WR","16184","robust",NA,NA,NA,NA,NA,NA,9.87845324028469,1.4826,68,4.4478,0,0,0.3,0,0,NA,0,NA,63,4.4478,736.5,126.021,4.9,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2000-04-28,NA,NA,NA,NA
"Rashid Shaheed","SEA","WR","16080","robust",NA,NA,NA,NA,NA,NA,10.5,2.99661497126437,75.5,13.3434,0,0,0.8,0,0,NA,0,NA,50,11.8608,685,300.9678,3.5,1.4826,602,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1998-08-31,NA,NA,NA,NA
"Quentin Johnston","LAC","WR","16188","robust",NA,NA,NA,NA,NA,NA,1.875,0.37065,6,4.4478,0,0,0.75,0,0,NA,0,NA,54,7.413,747,99.3342,6.5,0,51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2001-09-06,NA,NA,NA,NA
"Jerry Jeudy","CLE","WR","14833","robust",NA,NA,NA,NA,NA,NA,0.333333333333333,0.4942,2.25,3.33585,0,0,0.6,0,0,NA,0,NA,56,5.9304,744,51.891,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1999-04-24,NA,NA,NA,NA
"Michael Pittman","PIT","WR","14842","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,76,2.9652,767,115.6428,5,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1997-10-05,NA,NA,NA,NA
"Makai Lemon","PHI","WR","17499","robust",NA,NA,NA,NA,NA,NA,2,NA,13.125,2.59455,0,0,1,0,0,NA,0,NA,58.2,3.26172,749.5,151.2252,4.5,0.44478,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2004-06-02,"Q","Hamstring",2026,0
"Matthew Golden","GB","WR","17075","robust",NA,NA,NA,NA,NA,NA,6.75,6.30105,29.5,37.065,0,0,0.15,0,0,NA,0,NA,53,4.4478,702,84.5082,4,0,76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2003-08-01,NA,NA,NA,NA
"Calvin Ridley","TEN","WR","13629","robust",NA,NA,NA,NA,NA,NA,3.5,2.2239,19,11.8608,0,0,0,0,0,NA,0,NA,45.7,10.3782,708.5,216.4596,3.35,1.4826,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1994-12-20,NA,NA,NA,NA
"Romeo Doubs","NE","WR","15779","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,57,2.9652,732,40.0302,5.2,0.889559999999999,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2000-04-13,NA,NA,NA,NA
"Kayshon Boutte","NE","WR","16193","robust",NA,NA,NA,NA,NA,NA,0,0,-0.2875,0,0,0,0,0,0,NA,0,NA,37,14.826,584.5,355.824,4.5,1.03782,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2002-05-07,NA,NA,NA,NA
"Josh Downs","IND","WR","16187","robust",NA,NA,NA,NA,NA,NA,1.75,0,4.15,6.96822,0,0,0.5,0,0,NA,0,NA,75,1.4826,787,69.6822,4.5,1.03782,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2001-08-12,NA,NA,NA,NA
"Stefon Diggs","WAS","WR","12186","robust",NA,NA,NA,NA,NA,NA,0.25,0,0.5,0,0,0,0,0,0,NA,0,NA,69,1.4826,793,22.239,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,1993-11-29,NA,NA,NA,NA
"Jalen Nailor","LVR","WR","15786","robust",NA,NA,NA,NA,NA,NA,1.75,0,9,2.9652,0,0,0,0,0,NA,0,NA,44,1.4826,590,42.9954,4,1.92738,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-03-02,NA,NA,NA,NA
"KC Concepcion","CLE","WR","17501","robust",NA,NA,NA,NA,NA,NA,4.07473598310292,1.4826,24,10.3782,0,0,1.3,0,0,NA,0,NA,54.5,14.826,691,85.9908,3,0,62,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2004-09-24,NA,NA,NA,NA
"Nathaniel Dell","HOU","WR","16204","robust",NA,NA,NA,NA,NA,NA,7.5,1.4826,31,16.3086,0,0,0.2,0,0,NA,0,NA,39.1,17.64294,555,228.3204,3,2.9652,171,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,1999-10-29,"Q","Knee - ACL + MCL",2026,0
"De'Zhaun Stribling","SF","WR","17514","robust",NA,NA,NA,NA,NA,NA,1.33333333333333,0.4942,5.5,6.6717,0,0,1,0,0,NA,0,NA,44.5,8.8956,577,222.39,3,1.4826,259,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2002-12-18,"Q","Hamstring",2026,0
"Deebo Samuel","SF","WR","14136","robust",NA,NA,NA,NA,NA,NA,18,5.39866784146461,82,41.5128,1,0,0,0,0,NA,0,NA,56,12.30558,650,167.5338,4,1.4826,498,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1970-01-01,NA,NA,NA,NA
"Xavier Worthy","KC","WR","16620","robust",NA,NA,NA,NA,NA,NA,13.5,2.17630008239778,87,11.8608,0.7,0,0,0,0,NA,0,NA,55,2.9652,688.5,102.2994,4.3,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2003-04-27,"Q","Shoulder",2026,0
"Xavier Worthy","KC","WR","16620","robust",NA,NA,NA,NA,NA,NA,13.5,2.17630008239778,87,11.8608,0.7,0,0,0,0,NA,0,NA,55,2.9652,688.5,102.2994,4.3,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2003-03-11,"Q","Shoulder",2026,0
"Jalen Coker","CAR","WR","16809","robust",NA,NA,NA,NA,NA,NA,0,0,0.25,0,0,0,0.85,0,0,NA,0,NA,55.5,5.9304,698,96.369,4,0.29652,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2001-10-30,NA,NA,NA,NA
"Khalil Shakir","BUF","WR","15761","robust",NA,NA,NA,NA,NA,NA,1,0,5,1.4826,0,0,0.9,0,0,NA,0,NA,71.4,2.07564000000001,737.5,38.5476,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2000-02-03,NA,NA,NA,NA
