"player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","fg_miss","fg_miss_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","draft_year","birthdate","injury_status","injury_details","season_year","week"
"Rachaad White","WAS","RB","15721","weighted",NA,NA,NA,NA,NA,NA,591.901111761264,67.5646988203253,4.31761263897016,1.50122820368436,0.702984201287303,0.210227444468079,NA,NA,NA,NA,38.3486249268578,8.77361708904004,246.277355178467,67.9527453224676,1.41603276770041,0.884690260156164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-01-12,NA,NA,NA,NA
"Chris Rodriguez","JAC","RB","16174","weighted",NA,NA,NA,NA,NA,NA,525.310122878877,94.4163599503357,4.59174956114687,2.06573596541497,0.504973668812171,0.350379074113464,NA,NA,NA,NA,6.8519602106495,3.6531993890237,52.6296079578701,25.0900716031937,0.19133996489175,0.439965370667176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,1999-09-26,NA,NA,NA,NA
"Isiah Pacheco","DET","RB","15749","weighted",NA,NA,NA,NA,NA,NA,552.507899356349,70.2642090962697,3.03885313048566,1.16456624242016,0.504973668812171,0.350379074113464,NA,NA,NA,NA,21.5591574019895,4.15123484359369,138.217086015214,21.6970336995608,0.682562902282036,0.45958402455918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-03-02,NA,NA,NA,NA
"Zach Charbonnet","SEA","RB","16169","weighted",NA,NA,NA,NA,NA,NA,544.098888238736,56.7038677412714,6.24335868929198,2.53653971218547,0.504973668812171,0.350379074113464,NA,NA,NA,NA,18.5831480397894,2.03713236605857,143.260971328262,22.7453473078535,0.221767115272089,0.464660785729318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2001-01-08,"O","Knee - ACL",2026,0
"Tyrone Tracy","NYG","RB","16747","weighted",NA,NA,NA,NA,NA,NA,522.275599765945,59.5627341683721,2.48045640725571,0.51186920994615,0.554476301930954,0.315341166702118,NA,NA,NA,NA,26.9420128730252,6.55851908674589,209.058513750731,53.0440965095041,1.43265067290813,0.518441799052023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1999-11-23,NA,NA,NA,NA
"Emari Demercado","KC","RB","16385","weighted",NA,NA,NA,NA,NA,NA,301.953774136922,167.775261555963,1.00994733762434,0.700758148226929,1.76243417203043,0.875947685283661,NA,NA,NA,NA,15.2366881217086,3.61932511852591,108.627852545348,25.8874749261957,0.527735517846694,0.511395696287826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,1999-01-20,NA,NA,NA,NA
"Kaelon Black","SF","RB","17485","weighted",NA,NA,NA,NA,NA,NA,279.950263311878,198.379343070873,1.80690462258631,1.92235363104451,1.00994733762434,0.700758148226929,NA,NA,NA,NA,7.13188999414862,4.75510819686776,58.5002925687537,44.7955242768111,0.201287302516091,0.448472837048212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2001-10-17,"Q","Thigh",2026,0
"Brian Robinson","ATL","RB","15716","weighted",NA,NA,NA,NA,NA,NA,490.289057928613,68.8442071014898,4.10737273259216,1.00873336751646,0.801989467524868,0.140151629645386,NA,NA,NA,NA,9.1968402574605,2.86187541430138,60.2627267407841,27.8079284582812,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-03-22,NA,NA,NA,NA
"Malik Davis","DAL","RB","15738","weighted",NA,NA,NA,NA,NA,NA,321.499637418419,179.421734978705,2.27005076142132,1.54140514170226,0.296301667875272,0.241750011799941,NA,NA,NA,NA,6.21522842639594,4.02593155406632,43.4677302393038,27.8266764839837,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1998-11-26,NA,NA,NA,NA
"Alvin Kamara","NO","RB","13132","weighted",NA,NA,NA,NA,NA,NA,459.779403159743,72.9033257599928,2.17296664716208,1.1465280756077,1.2970157987127,0.210227444468079,NA,NA,NA,NA,32.427677004096,4.1011785456894,217.203627852545,39.7824748637869,1.04956114686951,0.684290257564409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1995-07-25,NA,NA,NA,NA
"Chris Brooks","GB","RB","16387","weighted",NA,NA,NA,NA,NA,NA,219.190169689877,191.548459230356,1.00994733762434,0.700758148226929,0.950497366881217,0.0350379074113464,NA,NA,NA,NA,12.7182562902282,4.20665309751854,88.7834991222937,27.7488054847279,0.192510239906378,0.440989337712457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2000-01-11,"O","Hamstring",2026,0
"Kenneth Gainwell","TB","RB","15255","weighted",NA,NA,NA,NA,NA,NA,465.306026916325,81.1851769364446,3.29578700994734,1.46007256033188,0.801989467524868,0.140151629645386,NA,NA,NA,NA,48.711117612639,10.5631097993763,340.989467524868,73.2406349978526,2.03826799297835,0.0879930741334353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1999-03-14,NA,NA,NA,NA
"Emanuel Wilson","SEA","RB","16432","weighted",NA,NA,NA,NA,NA,NA,293.647747220597,223.225450415402,1.23879461673493,1.3104594537724,0.504973668812171,0.350379074113464,NA,NA,NA,NA,8.26038619075483,6.37481082848165,54.6091281451141,39.1617442521313,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,1999-05-08,NA,NA,NA,NA
"Kimani Vidal","LAC","RB","16757","weighted",NA,NA,NA,NA,NA,NA,316.088940901112,133.624141750161,1.9031597425395,0.537536315779869,0,0,NA,NA,NA,NA,12.5248098303101,3.07787552180828,106.743709771796,32.2646049709678,0.239555295494441,0.435428240695884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2001-08-28,NA,NA,NA,NA
"AJ Dillon","CAR","RB","14805","weighted",NA,NA,NA,NA,NA,NA,264.84015984016,242.154795623365,1.69030969030969,1.5271664139357,2.83736263736264,2.2058329229924,NA,NA,NA,NA,8.79220779220779,7.52120726665315,75.7212787212787,63.7238897145561,0.343656343656344,0.581737409921062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1998-05-02,NA,NA,NA,NA
"Keaton Mitchell","LAC","RB","16178","weighted",NA,NA,NA,NA,NA,NA,348.543007606788,124.989669594213,1.96348741954359,0.764586666955836,0.504973668812171,0.350379074113464,NA,NA,NA,NA,13.759918080749,3.83413047040613,98.5049736688122,39.0102714155815,0.221767115272089,0.464660785729318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2002-01-17,NA,NA,NA,NA
"Jordan James","SF","RB","17055","weighted",NA,NA,NA,NA,NA,NA,311.387361029842,111.252169106237,1.85377413692218,1.2715364949913,1.00994733762434,0.700758148226929,NA,NA,NA,NA,14.3074312463429,7.17895766624093,116.155646576946,73.9049147738005,0.430895260386191,0.603515137992647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2004-03-29,"Q","Ribs",2026,0
"Tank Bigsby","PHI","RB","16164","weighted",NA,NA,NA,NA,NA,NA,427.888238736103,51.1534831786531,3.03826799297835,0.0879930741334353,0.297015798712698,0.210227444468079,NA,NA,NA,NA,6.13750731421884,3.23729946139754,48.6980690462259,28.0169617770724,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2002-08-30,NA,NA,NA,NA
"Tyler Allgeier","ARI","RB","15712","weighted",NA,NA,NA,NA,NA,NA,428.225863077823,40.5128033540133,3.99923932124049,1.00699818520646,0.504973668812171,0.350379074113464,NA,NA,NA,NA,19.286483323581,3.02709423340412,133.469280280866,34.0623469243195,0.0574019894675249,0.131989611200153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2000-04-15,NA,NA,NA,NA
"George Holani","SEA","RB","16608","weighted",NA,NA,NA,NA,NA,NA,229.773626373626,155.720090342902,1.90637362637363,0.968496908458062,0.7,1.28284971579074e-16,NA,NA,NA,NA,8.38439560439561,3.70456314886732,58.0842490842491,28.7656009180316,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1999-12-16,NA,NA,NA,NA
"Samaje Perine","CIN","RB","13133","weighted",NA,NA,NA,NA,NA,NA,353.730251609128,81.9461244312899,2.67162083089526,0.849758581362879,2.25746050321826,0.525568611170197,NA,NA,NA,NA,17.7216500877706,1.32265860839611,125.444119368051,18.6663187833637,0.414277355178467,0.550965321440632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1995-09-16,NA,NA,NA,NA
"Adam Randall","BAL","RB","17652","weighted",NA,NA,NA,NA,NA,NA,189.404511278195,187.024790481181,1.27142857142857,1.26856471291854,0.506390977443609,0.410047443618932,NA,NA,NA,NA,9.10827067669173,8.29299117978796,84.2488721804511,83.6248953770889,0.765413533834586,0.963980618142104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2004-07-14,NA,NA,NA,NA
"Braelon Allen","NYJ","RB","16596","weighted",NA,NA,NA,NA,NA,NA,362.308367466355,66.6074856025382,2.82679929783499,1.47267819277406,1.66342890579286,0.946023500106354,NA,NA,NA,NA,12.7974253949678,1.85745816455289,96.5231129315389,14.4604577033176,0.239555295494441,0.435428240695884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2004-01-20,NA,NA,NA,NA
"Jonah Coleman","DEN","RB","17477","weighted",NA,NA,NA,NA,NA,NA,241.425394967817,147.722614346706,1.32878876535986,0.923348413030161,0.297015798712698,0.210227444468079,NA,NA,NA,NA,10.206319485079,8.28317948370305,78.9543592744295,63.7754642912848,0.192510239906378,0.440989337712457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2003-08-20,NA,NA,NA,NA
"Kaleb Johnson","PIT","RB","17048","weighted",NA,NA,NA,NA,NA,NA,162.123076923077,173.083729330287,0.483516483516484,0.989441316971028,0,0,NA,NA,NA,NA,5.63687423687424,4.44126254571883,36.4979242979243,29.5813778458607,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2003-08-14,NA,NA,NA,NA
"Devin Singletary","NYG","RB","14080","weighted",NA,NA,NA,NA,NA,NA,242.324542124542,159.509422789804,2.32197802197802,1.69586261483176,0,0,NA,NA,NA,NA,10.3409523809524,6.9927738950366,79.2153846153846,56.8635899753705,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1997-09-03,NA,NA,NA,NA
"Tyjae Spears","TEN","RB","16165","weighted",NA,NA,NA,NA,NA,NA,375.75599765945,30.3815612708643,2.86296079578701,0.886353784487884,0.504973668812171,0.350379074113464,NA,NA,NA,NA,47.4483323581042,6.08947259290812,307.983031012288,33.0551803534897,1.03943826799298,0.626167864265313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2001-06-15,NA,NA,NA,NA
"James Conner","ARI","RB","13146","weighted",NA,NA,NA,NA,NA,NA,297.365710942071,101.702920154422,1.89983942067851,0.745026159456486,0.247513165593915,0.175189537056732,NA,NA,NA,NA,19.4447337624342,11.0062533503511,141.100204798128,76.5955526852358,0.787273333064647,0.88866863797482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1995-05-05,"Q","Foot",2026,0
"Nicholas Singleton","TEN","RB","17476","weighted",NA,NA,NA,NA,NA,NA,137.583882783883,170.798103185235,0.724542124542125,0.955007632560383,0,0,NA,NA,NA,NA,4.9040293040293,6.14717005859407,36.3948717948718,48.2795154987595,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2004-01-06,NA,NA,NA,NA
"Sean Tucker","TB","RB","16166","weighted",NA,NA,NA,NA,NA,NA,244.66881217086,93.8796952991028,3.03709771796372,0.764072553174936,0,0,NA,NA,NA,NA,6.35529549444119,4.94071625024566,49.7495611468695,39.9483934972788,0.133937975424225,0.307975759467023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2001-10-25,NA,NA,NA,NA
"Jaylen Wright","MIA","RB","16610","weighted",NA,NA,NA,NA,NA,NA,322.328847279111,73.529390173592,2.03709771796372,0.764072553174936,1.60397893504974,0.280303259290772,NA,NA,NA,NA,9.77454651843183,3.65328523395258,74.0778232884728,23.3783552448431,0.0956699824458748,0.219982685333588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2003-04-01,NA,NA,NA,NA
"Jawhar Jordan","HOU","RB","16773","weighted",NA,NA,NA,NA,NA,NA,173.171863669326,148.289954220148,0.498912255257433,0.99988275851619,0.506163886874547,0.402916686333235,NA,NA,NA,NA,10.1372975586174,8.45656030055152,72.7544114092337,70.9872474987914,0.283319896623497,0.481947033264037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1999-08-18,NA,NA,NA,NA
"Mike Washington Jr.","LVR","RB","17482","weighted",NA,NA,NA,NA,NA,NA,348.093036863663,19.6414158134229,1.6173200702165,0.879930741334352,0.950497366881217,0.0350379074113464,NA,NA,NA,NA,16.3922761849035,9.12977325967366,120.074897600936,67.1469132016499,0.201287302516091,0.448472837048212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2003-07-03,NA,NA,NA,NA
"Alexander Mattison","MIA","RB","14223","weighted",NA,NA,NA,NA,NA,NA,212.712328767123,220.617315730203,1.00456621004566,1.4142135623731,0,0,NA,NA,NA,NA,12.9730593607306,7.14177848998413,93.1826484018265,56.5685424949238,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA
"Justice Hill","BAL","RB","14086","weighted",NA,NA,NA,NA,NA,NA,252.568168519602,45.2709220411571,1.89397308367466,0.751504911866255,0,0,NA,NA,NA,NA,29.8713867758923,5.53559892614484,246.420713867759,62.8387570964049,1.45119953188999,0.509419890988612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1997-11-14,NA,NA,NA,NA
"Emmett Johnson","KC","RB","17474","weighted",NA,NA,NA,NA,NA,NA,195.586892919836,83.6933000627965,1.07770626097133,0.565202796690355,0,0,NA,NA,NA,NA,9.910239906378,5.990302756203,77.5845523698069,48.8321720952999,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2003-10-10,NA,NA,NA,NA
"MarShawn Lloyd","GB","RB","16604","weighted",NA,NA,NA,NA,NA,NA,234.692217671153,100.88263620583,1.41603276770041,0.884690260156164,0,0,NA,NA,NA,NA,7.2705675833821,4.50937722857879,49.3897015798713,32.4504599918001,0.192510239906378,0.440989337712457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2001-01-05,NA,NA,NA,NA
"Ray Davis","BUF","RB","16603","weighted",NA,NA,NA,NA,NA,NA,248.935531135531,72.2944019655158,1.54336996336996,0.549991319519577,0,0,NA,NA,NA,NA,13.2486446886447,4.10859255620889,114.165567765568,47.3910557109373,0.613040293040293,0.704161565260323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1999-11-20,NA,NA,NA,NA
"Trey Benson","ARI","RB","16594","weighted",NA,NA,NA,NA,NA,NA,196.799227799228,94.9435155326934,0.318532818532819,0.571298572983943,0,0,NA,NA,NA,NA,7.92857142857143,7.40018743826294,46.9604247104247,45.0350340724147,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2002-07-23,NA,NA,NA,NA
"Dylan Sampson","CLE","RB","17047","weighted",NA,NA,NA,NA,NA,NA,233.514921006437,42.0531804235057,0.816851960210649,0.831137305182595,1.60397893504974,0.280303259290772,NA,NA,NA,NA,33.3506143943827,4.8450899515948,261.568168519602,52.424931785104,1.89397308367466,0.751504911866255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2004-09-14,NA,NA,NA,NA
"DJ Giddens","IND","RB","17060","weighted",NA,NA,NA,NA,NA,NA,175.865934065934,69.1853436503675,1.07406593406593,0.687158210217336,0,0,NA,NA,NA,NA,8.73201465201465,2.58198771703968,56.2717948717949,18.2970022601009,0.0479120879120879,0.0986359995313589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2003-08-26,NA,NA,NA,NA
"Michael Carter","TEN","RB","15258","weighted",NA,NA,NA,NA,NA,NA,218.739726027397,80.6101730552664,0.502283105022831,0.707106781186548,0,0,NA,NA,NA,NA,22.3164383561644,10.3944696834422,174.196347031963,94.0452018978108,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1999-05-07,NA,NA,NA,NA
"Demond Claiborne","MIN","RB","17481","weighted",NA,NA,NA,NA,NA,NA,153.479812755998,66.1034760156374,0.80866003510825,0.439965370667176,0.34651843183148,0.245265351879425,NA,NA,NA,NA,6.489760093622,5.40705275241299,46.3095377413692,43.2263966404588,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2003-10-09,NA,NA,NA,NA
"Austin Ekeler","FA","RB","13404","weighted",NA,NA,NA,NA,NA,NA,209.243323442137,85.5599205235723,1.48961424332344,0.707106781186548,0,0,NA,NA,NA,NA,11.3857566765579,7.77817459305202,97.272997032641,49.4974746830583,0.489614243323442,0.707106781186548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isaiah Davis","NYJ","RB","16752","weighted",NA,NA,NA,NA,NA,NA,189.114101813926,41.5899865134645,0.88519602106495,0.263979222400306,0,0,NA,NA,NA,NA,13.0925687536571,3.71616944159337,106.791691047396,32.4206175134882,0.0956699824458748,0.219982685333588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2002-02-21,NA,NA,NA,NA
"Jaydon Blue","DAL","RB","17069","weighted",NA,NA,NA,NA,NA,NA,227.119413919414,16.3781279331533,1.26498168498169,0.480891342482128,0,0,NA,NA,NA,NA,8.52300366300366,2.23271576116883,58.7406593406593,12.2044464094489,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2004-01-08,NA,NA,NA,NA
"Ollie Gordon","MIA","RB","17059","weighted",NA,NA,NA,NA,NA,NA,192.423443223443,39.1837065608843,1.69912087912088,0.947434822668185,0.6,0,NA,NA,NA,NA,7.27985347985348,2.46322155890714,41.0322344322344,11.0959578088702,0.143736263736264,0.295907998594077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2004-01-15,NA,NA,NA,NA
"Jaleel McLaughlin","DEN","RB","16390","weighted",NA,NA,NA,NA,NA,NA,227.561643835616,19.0918830920368,1.2986301369863,0.424264068711929,0,0,NA,NA,NA,NA,10.1132420091324,4.10121933088198,50.6027397260274,31.8198051533946,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2000-09-13,NA,NA,NA,NA
"Devin Neal","NO","RB","17046","weighted",NA,NA,NA,NA,NA,NA,185.403596403596,50.8354290780543,1.31098901098901,0.612703768584218,0,0,NA,NA,NA,NA,10.8150849150849,5.57822237591949,73.0859140859141,34.2777752756834,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2003-08-12,NA,NA,NA,NA
"Jerome Ford","WAS","RB","15713","weighted",NA,NA,NA,NA,NA,NA,148.367632367632,110.845613861366,1.002997002997,0.992343064517006,0,0,NA,NA,NA,NA,15.7694305694306,10.6599560000493,89.2027972027972,70.2712258449446,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-09-12,NA,NA,NA,NA
"Ty Johnson","BUF","RB","14095","weighted",NA,NA,NA,NA,NA,NA,211.348156816852,10.8096898968215,2.0765359859567,0.17598614826687,0,0,NA,NA,NA,NA,24.2089526038619,3.37092926386085,242.750731421884,30.3793994658216,2.00877706260971,0.701821513378908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1997-09-17,NA,NA,NA,NA
"Zonovan Knight","ARI","RB","15727","weighted",NA,NA,NA,NA,NA,NA,219,4.01944132192962e-14,1,0,NA,NA,NA,NA,NA,NA,13,0,96,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2001-04-11,NA,NA,NA,NA
"Ty Chandler","NO","RB","15723","weighted",NA,NA,NA,NA,NA,NA,121.576423576424,104.716187350701,0.673326673326673,0.574472060389462,0,0,NA,NA,NA,NA,8.34125874125874,6.43408707636197,48.9340659340659,41.4718212094903,0.32967032967033,0.575815454577438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1998-05-12,NA,NA,NA,NA
"Raheim Sanders","CLE","RB","17062","weighted",NA,NA,NA,NA,NA,NA,159.71671388102,43.840620433566,0.861048158640227,0.212132034355964,0,0,NA,NA,NA,NA,6.03796033994334,3.11126983722081,36.1898016997167,15.556349186104,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-06-08,NA,NA,NA,NA
"Kaytron Allen","WAS","RB","17478","weighted",NA,NA,NA,NA,NA,NA,145.359859566998,55.1194550173114,0.616149795201872,0.543947145817755,0,0,NA,NA,NA,NA,5.379520187244,2.40083730854795,35.2083089526039,15.9255006408468,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2003-01-08,NA,NA,NA,NA
"Brashard Smith","KC","RB","17049","weighted",NA,NA,NA,NA,NA,NA,140.174686716792,33.2306928749911,0.32298390296038,0.477611616013758,0,0,NA,NA,NA,NA,19.4546365914787,1.56344133903663,129.181954887218,14.3388966625747,1.00333669940797,0.0067210197262142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2003-04-11,NA,NA,NA,NA
"Kendre Miller","NO","RB","16171","weighted",NA,NA,NA,NA,NA,NA,97.5227053140097,67.2568452506057,0.0631884057971014,0.11401297501064,0,0,NA,NA,NA,NA,4.32690821256039,2.47666542314223,31.4700483091787,20.7231188467003,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2002-06-11,"Q","Back",2026,0
"Frank Gore Jr.","BUF","RB","16599","weighted",NA,NA,NA,NA,NA,NA,93.1028315946349,117.379725676967,1.02533532041729,1.41421356237309,0,0,NA,NA,NA,NA,1.53800298062593,2.12132034355964,13.3293591654247,18.3847763108502,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2002-03-13,NA,NA,NA,NA
"LeQuint Allen","JAC","RB","17061","weighted",NA,NA,NA,NA,NA,NA,95.4095238095238,54.4964767062754,0.28967032967033,0.472807626292843,0,0,NA,NA,NA,NA,17.6312820512821,6.25218817457243,110.768498168498,44.7850450594739,0.518681318681319,0.577340753580594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2004-08-05,NA,NA,NA,NA
