"Row","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_att","rush_att_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","return_yds","return_yds_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","birthdate","draft_year","injury_status","injury_details","season_year","week"
"386","Johnny Wilson","PHI","WR","16625","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,6.6,3.11346,67.45,19.86684,0.525,0.14826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-04-03,2024,NA,NA,NA,NA
"387","Bryce Oliver","TEN","WR","16975","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,4.45,0.59304,57.15,0.444779999999996,0.05,0,214,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-05-19,2024,NA,NA,NA,NA
"388","Rondale Moore","MIN","WR","15283","robust",NA,NA,NA,NA,NA,NA,3,1.4826,15.75,7.78365,0,0,0.1,0,NA,NA,NA,NA,9,2.9652,86.3,29.20722,0.75,0.37065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,"Q","Knee",2025,0
"389","Devontez Walker","BAL","WR","16621","robust",NA,NA,NA,NA,NA,NA,0,0,6.425,4.89258,0,0,0,0,0,NA,0,NA,4.6,3.11346,64,55.5975,0.625,0.44478,33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-06-19,2024,NA,NA,NA,NA
"390","Xavier Restrepo","TEN","WR","17077","robust",NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,0,0,NA,NA,NA,NA,10,0,105,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-04-12,2025,NA,NA,NA,NA
"391","Hunter Renfrow","CAR","WR","14123","robust",NA,NA,NA,NA,NA,NA,0,0,-1.1,1.63086,0,0,0.5,0.7413,0,NA,0,NA,8.675,1.18608,83.55,14.67774,0.1,0,106,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,"Q","Hamstring",2025,0
"392","Xavier Gipson","NYJ","WR","16416","robust",NA,NA,NA,NA,NA,NA,0,0,3.75,1.85325,0,0,0.75,0.37065,NA,NA,1,0,5.6,2.07564,73.15,27.94701,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-03-08,2023,"Q","Shoulder",2025,0
"393","Jacob Cowing","SF","WR","16640","robust",NA,NA,NA,NA,NA,NA,0,0,13.75,7.78365,0,0,0,0,NA,NA,NA,NA,3.5,3.55824,53.3,55.89402,0.05,0.07413,85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-02-04,2024,"Q","Hamstring",2025,0
"394","Jamal Agnew","ATL","WR","13308","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,4.15,5.78214,40.525,51.891,0.175,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA
"395","Scott Miller","PIT","WR","14280","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,3.85,0.14826,49.35,2.37216,0.025,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,NA,NA,NA,NA
"396","Tyler Scott","CHI","WR","16205","robust",NA,NA,NA,NA,NA,NA,0,0,0.35,2.00151,0,0,0,0,NA,NA,NA,NA,5.65,4.37367,55.2,38.25108,0.05,0.07413,314,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-10-12,2023,NA,NA,NA,NA
"397","Tim Jones","MIN","WR","16005","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3.55,4.96671,39.35,56.85771,0.3,0.44478,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-05-16,2021,NA,NA,NA,NA
"398","Xavier Smith","LAR","WR","16428","robust",NA,NA,NA,NA,NA,NA,0,0,9.25,10.00755,0,0,0.25,0.37065,NA,NA,NA,NA,3.7,4.00302,40.5,43.7367,0,0,355,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-09-21,2023,NA,NA,NA,NA
"399","Charlie Jones","CIN","WR","16203","robust",NA,NA,NA,NA,NA,NA,0,0,1.85,0.22239,0,0,0,0,NA,NA,NA,NA,5.45,2.14977,56.7,15.27078,0.15,0.22239,278,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-10-29,2023,NA,NA,NA,NA
"400","Ryan Flournoy","DAL","WR","16778","robust",NA,NA,NA,NA,NA,NA,0,0,1.5,2.2239,0,0,1,1.4826,NA,NA,NA,NA,5.15,4.81845,37.35,24.68529,0.05,0.07413,99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-10-27,2024,NA,NA,NA,NA
"401","Devin Duvernay","CHI","WR","14847","robust",NA,NA,NA,NA,NA,NA,0,0,-0.3,3.40998,0,0,0.25,0.37065,NA,NA,NA,NA,5.9,3.55824,40.75,9.26625,0.1,0.14826,334,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"402","Trent Sherfield","DEN","WR","13893","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3.1,1.92738,32.95,17.86533,0.45,0.51891,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2018,NA,NA,NA,NA
"403","Tommy Mellott","LVR","WR","17238","robust",NA,NA,NA,NA,NA,NA,4,0,24.05,0.0741300000000011,0.1,0.14826,0,0,NA,NA,NA,NA,3.85,0.22239,43.8,0.296519999999999,0.1,0.14826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,NA,NA,NA,NA
"404","Jamari Thrash","CLE","WR","16624","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2.9,0.88956,27.75,18.90315,0.05,0.07413,39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-12-19,2024,NA,NA,NA,NA
"405","Austin Trammell","JAC","WR","16120","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,2.625,0.59304,34.775,0.148260000000002,0.05,0,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-07-04,2021,NA,NA,NA,NA
"406","Jordan Watkins","SF","WR","17192","robust",NA,NA,NA,NA,NA,NA,4.2,0.29652,21.4,8.30256,0.05,0.07413,0,0,NA,NA,NA,NA,2.3,0.44478,32.2,1.77912,0.05,0.07413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-02-15,2025,NA,NA,NA,NA
"407","D'Wayne Eskridge","MIA","WR","15302","robust",NA,NA,NA,NA,NA,NA,0,0,0.85,1.26021,0,0,0,0,NA,NA,NA,NA,2.1,1.33434,21.95,16.23447,0.1,0.14826,215,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,NA,NA,NA,NA
"408","Ihmir Smith-Marsette","NYG","WR","15434","robust",NA,NA,NA,NA,NA,NA,0,NA,16.25,20.38575,0.0770833333333333,0.0803075,0.25,0.37065,0,NA,0,NA,2.7,1.77912,18.625,11.8608,0.025,0,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,NA,NA,NA,NA
"409","Ashton Dulin","IND","WR","14315","robust",NA,NA,NA,NA,NA,NA,0,0,18.35,24.68529,0,0,0.05,0.07413,NA,NA,NA,NA,1,0.88956,12.8,10.08168,0.25,0.22239,202,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA
"410","Laviska Shenault","BUF","WR","14838","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1.75,0.0741300000000001,16.75,4.07715,0.05,0.07413,242,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"411","Nikko Remigio","KC","WR","16422","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0.35,0.37065,4.85,4.22541,0.05,0.07413,1027,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-11-04,2023,NA,NA,NA,NA
"412","Brock Bowers","LVR","TE","16641","robust",NA,NA,NA,NA,NA,NA,2.19047619047619,NA,14.5,0.37065,0,0,0.375,0.0926625,0,NA,0,NA,105.75,6.6717,1142.125,47.07255,6.24057044241416,0.56507947584646,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-12-13,2024,NA,NA,NA,NA
"413","George Kittle","SF","TE","13299","robust",NA,NA,NA,NA,NA,NA,0,0,0.5,0,0,0,0.375,0.0926625,0,NA,0,NA,77.575,4.37367,1064.5,126.021,7.34944503974428,0.518087215924867,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993-10-09,2017,NA,NA,NA,NA
"414","Trey McBride","ARI","TE","15794","robust",NA,NA,NA,NA,NA,NA,0,0,1.33333333333333,0,1.06666666666667,0,0.375,0.0926625,0,NA,0,NA,105.5,5.1891,1072.05,42.2541,5.85,1.33434,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-11-22,2022,NA,NA,NA,NA
"415","Travis Kelce","KC","TE","11244","robust",NA,NA,NA,NA,NA,NA,0.166666666666667,NA,1.66666666666667,0,0,0,1,0,0,NA,0,NA,80.175,12.08319,779.25,147.5187,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-10-05,2013,NA,NA,NA,NA
"416","Sam LaPorta","DET","TE","16214","robust",NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0.35,0.037065,0,NA,0,NA,71.725,5.9304,809,28.98483,7,1.32670857877922,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-01-12,2023,NA,NA,NA,NA
"417","T.J. Hockenson","MIN","TE","14138","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.375,0.0926625,0,NA,0,NA,75.5,4.00302,803.25,43.7367,4.5,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,NA,NA,NA,NA
"418","Colston Loveland","CHI","TE","17104","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.725,0.0741300000000001,0,NA,0,NA,57.425,6.89409,616,84.5082,4.5,0.151970961653718,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-04-09,2025,NA,NA,NA,NA
"419","Tyler Warren","IND","TE","17102","robust",NA,NA,NA,NA,NA,NA,2.5,0,8.75,1.667925,0,0,1.025,0.0185324999999999,0,NA,0,NA,60.5,4.52193,689.25,64.4931,4.38673543413037,0.51891,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-05-24,2025,NA,NA,NA,NA
"420","Tucker Kraft","GB","TE","16222","robust",NA,NA,NA,NA,NA,NA,0,0,10,0,0,0,0.925,0.0185325,0,NA,0,NA,57.4,4.4478,686.25,51.891,5.19316326833789,0.434643861637759,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-11-03,2023,NA,NA,NA,NA
"421","Evan Engram","DEN","TE","13189","robust",NA,NA,NA,NA,NA,NA,1,0,2,0,0,0,1,0,0,NA,0,NA,74.3,5.33736,669.3,82.2843,4.00266129882729,1.04571128328267,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-09-02,2017,NA,NA,NA,NA
"422","David Njoku","CLE","TE","13192","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.85,0.0370649999999999,0,NA,0,NA,73.675,7.19061,711.275,28.98483,5,0.516342723094487,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996-07-10,2017,NA,NA,NA,NA
"423","Darren Waller","MIA","TE","12263","robust",NA,NA,NA,NA,NA,NA,0,0,-0.15,0,0,0,0.6,0,0,NA,0,NA,52.55,5.63388,560.75,29.28135,3.41968511917586,0.577280315380256,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992-09-13,2015,"O","Undisclosed",2025,0
"424","Mark Andrews","BAL","TE","13671","robust",NA,NA,NA,NA,NA,NA,2.5,0,8.75,3.150525,0,0,1,0,0,NA,0,NA,59.9,1.4826,720.75,37.065,8,1.1651215682341,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996-09-06,2018,NA,NA,NA,NA
"425","Dallas Goedert","PHI","TE","13674","robust",NA,NA,NA,NA,NA,NA,1.5,0,9.33333333333333,0,0,0,0.375,0.0926625,0,NA,0,NA,59.8,3.55824,680.75,71.60958,3.97994487912996,0.0887925555961575,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-01-03,2018,NA,NA,NA,NA
"426","Kyle Pitts","ATL","TE","15329","robust",NA,NA,NA,NA,NA,NA,0,0,-1.1,0,0,0,0.0333333333333333,0,0,NA,0,NA,50.2,3.11346,649.75,40.7715,4.01702515482783,0.0252414945477387,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,NA,NA,NA,NA
"427","Jonnu Smith","PIT","TE","13193","robust",NA,NA,NA,NA,NA,NA,0.383157894736842,NA,6.18125,1.1675475,0,0,1.075,0.0741300000000001,0,NA,0,NA,59.15,4.29954,612.75,24.09225,4.83782141934149,1.7430080726314,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-08-22,2017,NA,NA,NA,NA
"428","Jake Ferguson","DAL","TE","15799","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1.525,0.2409225,0,NA,0,NA,69,2.37216,647.525,26.61267,4,0.0931355680539557,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-01-18,2022,"Q","Lower Back",2025,0
"429","Dalton Kincaid","BUF","TE","16213","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.375,0.0926625,0,NA,0,NA,57.725,4.37367,596.75,46.7019,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-10-18,2023,NA,NA,NA,NA
"430","Hunter Henry","NE","TE","12676","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.35,0.037065,0,NA,0,NA,58.5,4.74432,610.65,46.99842,3.94690248308403,0.880375242840771,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-12-07,2016,NA,NA,NA,NA
"431","Theo Johnson","NYG","TE","16649","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0333333333333333,0,0,NA,0,NA,46.775,5.1891,510.75,64.4931,3,0.22239,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-02-26,2024,NA,NA,NA,NA
"432","Zach Ertz","WAS","TE","11247","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.133333333333333,0,0,NA,0,NA,58.775,4.59606,550.5,63.7518,5.025,0.316876835097718,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990-11-10,2013,NA,NA,NA,NA
"433","Chigoziem Okonkwo","TEN","TE","15889","robust",NA,NA,NA,NA,NA,NA,0.5,NA,8.66666666666667,0,0,0,0.7625,0.111195,0,NA,0,NA,57.025,4.59606,569.5,77.0952,3,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-09-08,2022,NA,NA,NA,NA
"434","Cade Otton","TB","TE","15802","robust",NA,NA,NA,NA,NA,NA,0,0,-1.05,0,0,0,0.9,0,0,NA,0,NA,55.075,4.22541,575.075,53.89251,4.35,0.51891,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-04-15,2022,"Q","Hamstring",2025,0
"435","Dalton Schultz","HOU","TE","13772","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.41875,0.0185325,0,NA,0,NA,54.125,6.44931,562.25,63.30702,3.27494471068916,0.741218028067755,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996-07-11,2018,NA,NA,NA,NA
"436","Mike Gesicki","CIN","TE","13672","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.766666666666667,0,0,NA,0,NA,56.1,6.6717,565.825,63.0105,3.40761341365571,0.570464705828102,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-10-03,2018,"Q","Undisclosed",2025,0
"437","Brenton Strange","JAC","TE","16269","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.833333333333333,0,0,NA,0,NA,57.8,4.4478,568.25,62.2692,3.36916438870847,0.547323122699179,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-12-27,2023,NA,NA,NA,NA
"438","Pat Freiermuth","PIT","TE","15331","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1.09375,0.0926625,0,NA,0,NA,54.55,3.85476,538,42.55062,4.1,1.49971476111483,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,NA,NA,NA,NA
"439","Elijah Arroyo","SEA","TE","17108","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.466666666666667,0,0,NA,0,NA,44.3,7.33887,469.75,116.3841,3.04117540809041,1.28637667993031,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-04-05,2025,NA,NA,NA,NA
"440","Tyler Higbee","LAR","TE","12678","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0333333333333333,0,0,NA,0,NA,50.025,6.22692,477.575,70.20111,4.2171477193435,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993-01-01,2016,NA,NA,NA,NA
"441","Cole Kmet","CHI","TE","14867","robust",NA,NA,NA,NA,NA,NA,0,0,0.5,0,0,0,0.35,0.037065,0,NA,0,NA,35.25,10.3782,349.25,112.6776,3,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"442","Isaiah Likely","BAL","TE","15798","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.9,0,0,NA,0,NA,42.9,2.07564,517,69.6822,5.45,0.88956,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-04-18,2022,"Q","Foot",2025,0
"443","Will Dissly","LAC","TE","13763","robust",NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0.3,0,0,NA,0,NA,41.7,8.1543,411.925,68.42199,2.5,0.620223921185448,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA
"444","Mason Taylor","NYJ","TE","17106","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.5,0,0,NA,0,NA,48.375,7.93191,491.5,60.7866,3,0.390731757711913,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-05-08,2025,"Q","Ankle",2025,0
"445","Juwan Johnson","NO","TE","14861","robust",NA,NA,NA,NA,NA,NA,0,0,2.5,0,0.15,0,0.0666666666666667,0,0,NA,0,NA,49.975,1.70499,527.25,27.4281,3.65,0.59304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,"Q","Groin",2025,0
"446","Tyler Conklin","LAC","TE","13675","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0333333333333333,0,0,NA,0,NA,36.275,6.89409,345,73.3887,2.47189921899878,0.379844435824811,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA
"447","AJ Barner","SEA","TE","16723","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0333333333333333,0,0,NA,0,NA,31.1,2.9652,284.875,57.8214,2.5,0.59304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-05-03,2024,NA,NA,NA,NA
"448","Ja'Tavion Sanders","CAR","TE","16643","robust",NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0.166666666666667,0,0,NA,0,NA,41.625,5.1891,423,64.64136,2.075,0.14826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-03-27,2024,NA,NA,NA,NA
"449","Robbie Ouzts","SEA","TE","17215","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,49,0,479,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-09-06,2025,NA,NA,NA,NA
"450","Noah Fant","CIN","TE","14137","robust",NA,NA,NA,NA,NA,NA,0,0,-0.8,0,0,0,0.0333333333333333,0.02471,0,NA,0,NA,37,6.6717,382.3,67.4583,2,0.29652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,NA,NA,NA,NA
"451","Noah Gray","KC","TE","15337","robust",NA,NA,NA,NA,NA,NA,0,NA,-0.7,0,0,0,0,0,0,NA,0,NA,35.575,8.8956,356.25,77.8365,3.48209034980386,0.96369,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,NA,NA,NA,NA
"452","Terrance Ferguson","LAR","TE","17107","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.466666666666667,0,0,NA,0,NA,22.75,4.4478,236.25,43.7367,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-03-07,2025,"Q","Groin",2025,0
"453","Foster Moreau","NO","TE","14239","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0333333333333333,0,0,NA,0,NA,24.75,2.9652,282.225,37.065,2,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,"O","Knee",2025,0
"454","Harold Fannin","CLE","TE","17103","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.7,0,0,NA,0,NA,25.425,5.48562,250.575,62.71398,1.15,0.14826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-07-20,2025,NA,NA,NA,NA
"455","Austin Hooper","NE","TE","12677","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.633333333333333,0,0,NA,0,NA,30.725,5.9304,307,83.0256,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,NA,NA
"456","Dawson Knox","BUF","TE","14143","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,23.225,6.15279,262.75,45.2193,1.95,0.0741300000000001,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,NA,NA,NA,NA
"457","Josh Oliver","MIN","TE","14209","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,21.15,3.7065,237.5,51.81687,1.65,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA
"458","Tommy Tremble","CAR","TE","15332","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.466666666666667,0,0,NA,0,NA,23.2,8.8956,224.1,63.7518,2.325,1.33434,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,"O","Back",2025,0
"459","Stone Smartt","NYJ","TE","16113","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.4,0.32123,0,NA,0,NA,15.225,8.00604,171.75,82.50669,0.85,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-10-04,2022,NA,NA,NA,NA
"460","Grant Calcaterra","PHI","TE","15804","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,15.2,8.67321,186.5,116.3841,1,0.07413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-12-04,2022,NA,NA,NA,NA
"461","Michael Mayer","LVR","TE","16212","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0333333333333333,0,0,NA,0,NA,28,5.9304,258.35,36.02718,1.58562479185035,0.561535367205333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-07-06,2023,NA,NA,NA,NA
"462","Charlie Kolar","BAL","TE","15795","robust",NA,NA,NA,NA,NA,NA,0,0,1.5,1.11195,0,0,0,0,0,NA,0,NA,10,3.18759,136.5,49.88949,1,0.44478,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-02-10,2022,NA,NA,NA,NA
"463","Taysom Hill","NO","TE","13424","robust",NA,NA,NA,NA,NA,NA,0,NA,209.5,44.84865,2.56143857601401,0.638584416399183,0.85,0.22239,0,NA,0,NA,24.375,8.1543,218.425,85.2495,1.85,0.502794782608696,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990-08-23,2017,"O","Knee - ACL",2025,0
"464","Payne Durham","TB","TE","16218","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,14.25,2.9652,152.75,40.69737,1.8,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-06-15,2023,NA,NA,NA,NA
"465","Brevin Jordan","HOU","TE","15330","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,19.575,3.63237,208.25,45.9606,1.075,0.44478,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,NA,NA,NA,NA
"466","Luke Schoonmaker","DAL","TE","16221","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,16.475,4.4478,147.5,35.5824,1.15,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-09-28,2023,NA,NA,NA,NA
"467","Gunnar Helm","TEN","TE","17105","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.466666666666667,0.04942,0,NA,0,NA,16,4.89258,163.3,83.0256,1,0.07413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-09-06,2025,NA,NA,NA,NA
"468","Jelani Woods","IND","TE","15840","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,NA,0,NA,14.25,10.3782,211.5,40.0302,1.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-10-09,2022,NA,NA,NA,NA
"469","Josh Whyle","TEN","TE","16312","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,22,4.4478,200,25.2042,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-09-08,2023,NA,NA,NA,NA
"470","Andrew Ogletree","IND","TE","15916","robust",NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,NA,0,NA,13.325,7.85778,168.225,117.27366,1.2,0.88956,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-07-28,2022,NA,NA,NA,NA
"471","Colby Parkinson","LAR","TE","14871","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,19.975,9.11799,194.475,66.717,1,0.07413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
